"","Store","IsHoliday","Weekly_Sales","Temperature","Fuel_Price","CPI","Unemployment","Type","Size","week_of_year","month_of_year","year"
"1497",11,FALSE,11751.78,80.93,3.899,219.3683556,7.574,"A",207499,19,5,2011
"1498",11,FALSE,11891.02,76.97,3.907,219.127216,7.574,"A",207499,20,5,2011
"1499",11,FALSE,11001.92,85.61,3.786,218.8860765,7.574,"A",207499,21,5,2011
"1500",11,FALSE,11371.02,86.14,3.699,218.6449369,7.574,"A",207499,22,6,2011
"1501",11,FALSE,10722.63,85.79,3.648,218.4037974,7.574,"A",207499,23,6,2011
"1502",11,FALSE,11690.13,87.9,3.637,218.3551748,7.574,"A",207499,24,6,2011
"1503",11,FALSE,12757.77,86.13,3.594,218.45094,7.574,"A",207499,25,6,2011
"1504",11,FALSE,11666.12,86.43,3.524,218.5467052,7.567,"A",207499,26,7,2011
"1505",11,FALSE,11788.35,87.17,3.48,218.6424704,7.567,"A",207499,27,7,2011
"1506",11,FALSE,11604.69,88.3,3.575,218.7275216,7.567,"A",207499,28,7,2011
"1507",11,FALSE,12020.14,87.8,3.651,218.7857881,7.567,"A",207499,29,7,2011
"1508",11,FALSE,13211.76,89.46,3.682,218.8440545,7.567,"A",207499,30,7,2011
"1509",11,FALSE,13832.98,90.04,3.684,218.9023209,7.567,"A",207499,31,8,2011
"1510",11,FALSE,13981.54,90.3,3.638,218.9605873,7.567,"A",207499,32,8,2011
"1511",11,FALSE,14338.17,89.51,3.554,219.023271,7.567,"A",207499,33,8,2011
"1512",11,FALSE,13526.02,89.09,3.523,219.0866908,7.567,"A",207499,34,8,2011
"1513",11,FALSE,13420.42,91.44,3.533,219.1501106,7.567,"A",207499,35,9,2011
"1514",11,TRUE,13843.22,84.91,3.546,219.2135305,7.567,"A",207499,36,9,2011
"1515",11,FALSE,16401.07,85.11,3.526,219.3972867,7.567,"A",207499,37,9,2011
"1516",11,FALSE,16468.84,82.14,3.467,219.7414914,7.567,"A",207499,38,9,2011
"1517",11,FALSE,15173.56,84.4,3.355,220.085696,7.567,"A",207499,39,9,2011
"1518",11,FALSE,18578.8,76.97,3.285,220.4299007,7.197,"A",207499,40,10,2011
"1519",11,FALSE,20337.9,75.56,3.274,220.7486167,7.197,"A",207499,41,10,2011
"1520",11,FALSE,22217.57,70.91,3.353,220.9144005,7.197,"A",207499,42,10,2011
"1521",11,FALSE,30383.6,72.66,3.372,221.0801842,7.197,"A",207499,43,10,2011
"1522",11,FALSE,45866.46,61.13,3.332,221.245968,7.197,"A",207499,44,11,2011
"1523",11,FALSE,16095.39,64.2,3.297,221.4117517,7.197,"A",207499,45,11,2011
"1524",11,FALSE,15643.1,66.17,3.308,221.6432852,7.197,"A",207499,46,11,2011
"1525",11,TRUE,19008.41,70.03,3.236,221.9011185,7.197,"A",207499,47,11,2011
"1526",11,FALSE,21051.73,56.89,3.172,222.1589519,7.197,"A",207499,48,12,2011
"1527",11,FALSE,28212.63,50.63,3.158,222.4167852,7.197,"A",207499,49,12,2011
"1528",11,FALSE,41578.07,59.69,3.159,222.6426418,7.197,"A",207499,50,12,2011
"1529",11,FALSE,45486.93,54.29,3.112,222.8258628,7.197,"A",207499,51,12,2011
"1530",11,TRUE,21228.27,48.86,3.129,223.0090839,7.197,"A",207499,52,12,2011
"1531",11,FALSE,13731.48,54.44,3.157,223.1923049,6.833,"A",207499,1,1,2012
"1532",11,FALSE,15172.4,53.1,3.261,223.3755259,6.833,"A",207499,2,1,2012
"1533",11,FALSE,16605.36,56.43,3.268,223.4700552,6.833,"A",207499,3,1,2012
"1534",11,FALSE,16145.62,58.36,3.29,223.5645845,6.833,"A",207499,4,1,2012
"1535",11,FALSE,20147.53,60.24,3.36,223.6591137,6.833,"A",207499,5,2,2012
"1536",11,TRUE,27452.86,52.23,3.409,223.753643,6.833,"A",207499,6,2,2012
"1537",11,FALSE,46917.11,52.77,3.51,223.9170153,6.833,"A",207499,7,2,2012
"1538",11,FALSE,15972.38,61.11,3.555,224.1320199,6.833,"A",207499,8,2,2012
"1539",11,FALSE,16220,62.61,3.63,224.3470245,6.833,"A",207499,9,3,2012
"1540",11,FALSE,18075.46,61.44,3.669,224.5620291,6.833,"A",207499,10,3,2012
"1541",11,FALSE,19199.51,64.21,3.734,224.7166953,6.833,"A",207499,11,3,2012
"1542",11,FALSE,20079.16,67.16,3.787,224.7909104,6.833,"A",207499,12,3,2012
"1543",11,FALSE,24982.31,70.23,3.845,224.8651254,6.833,"A",207499,13,3,2012
"1544",11,FALSE,53724.82,74.19,3.891,224.9393405,6.664,"A",207499,14,4,2012
"1545",11,FALSE,38315.05,72.74,3.891,225.0135556,6.664,"A",207499,15,4,2012
"1546",11,FALSE,14956.38,71.97,3.877,225.0689541,6.664,"A",207499,16,4,2012
"1547",11,FALSE,14431.25,73.4,3.814,225.1243526,6.664,"A",207499,17,4,2012
"1548",11,FALSE,14384.36,79.07,3.749,225.1797511,6.664,"A",207499,18,5,2012
"1549",11,FALSE,14541.98,75.13,3.688,225.2351496,6.664,"A",207499,19,5,2012
"1550",11,FALSE,15274.6,72.53,3.63,225.2512024,6.664,"A",207499,20,5,2012
"1551",11,FALSE,13168.18,78.44,3.561,225.2515168,6.664,"A",207499,21,5,2012
"1552",11,FALSE,13757.16,81.67,3.501,225.2518313,6.664,"A",207499,22,6,2012
"1553",11,FALSE,14838.68,82.1,3.452,225.2521458,6.664,"A",207499,23,6,2012
"1554",11,FALSE,14005.82,84.97,3.393,225.2644795,6.664,"A",207499,24,6,2012
"1555",11,FALSE,14359.96,83.26,3.346,225.3068615,6.664,"A",207499,25,6,2012
"1556",11,FALSE,13569.87,87.86,3.286,225.3492435,6.664,"A",207499,26,6,2012
"1557",11,FALSE,15006.51,83.44,3.227,225.3916254,6.334,"A",207499,27,7,2012
"1558",11,FALSE,15526.02,82.46,3.256,225.4340074,6.334,"A",207499,28,7,2012
"1559",11,FALSE,15033.74,82.41,3.311,225.4438827,6.334,"A",207499,29,7,2012
"1560",11,FALSE,14255.89,85.43,3.407,225.4537579,6.334,"A",207499,30,7,2012
"1561",11,FALSE,14635.13,86.94,3.417,225.4636332,6.334,"A",207499,31,8,2012
"1562",11,FALSE,14663.29,86.21,3.494,225.4735085,6.334,"A",207499,32,8,2012
"1563",11,FALSE,14881.22,87.73,3.571,225.5558664,6.334,"A",207499,33,8,2012
"1564",11,FALSE,14534.12,83.17,3.62,225.6925864,6.334,"A",207499,34,8,2012
"1565",11,FALSE,14363.58,86.49,3.638,225.8293063,6.334,"A",207499,35,8,2012
"1566",11,TRUE,15598.79,85.17,3.73,225.9660263,6.334,"A",207499,36,9,2012
"1567",11,FALSE,16399.69,79.61,3.717,226.1122067,6.334,"A",207499,37,9,2012
"1568",11,FALSE,18095.88,73.64,3.721,226.3151496,6.334,"A",207499,38,9,2012
"1569",11,FALSE,17297.21,77.67,3.666,226.5180926,6.334,"A",207499,39,9,2012
"1570",11,FALSE,20921.13,73.37,3.617,226.7210356,6.034,"A",207499,40,10,2012
"1571",11,FALSE,22563.76,69.94,3.601,226.9239785,6.034,"A",207499,41,10,2012
"1572",11,FALSE,22821.58,73.77,3.594,226.9688442,6.034,"A",207499,42,10,2012
"1573",11,FALSE,23746.39,74.26,3.506,226.9873637,6.034,"A",207499,43,10,2012
"1574",12,FALSE,17426.75,49.47,2.962,126.4420645,13.975,"B",112238,6,2,2010
"1575",12,TRUE,37734.82,47.87,2.946,126.4962581,13.975,"B",112238,7,2,2010
"1576",12,FALSE,22135.29,54.83,2.915,126.5262857,13.975,"B",112238,8,2,2010
"1577",12,FALSE,14942.21,50.23,2.825,126.5522857,13.975,"B",112238,9,2,2010
"1578",12,FALSE,17098.49,53.77,2.987,126.5782857,13.975,"B",112238,10,3,2010
"1579",12,FALSE,15535.51,50.11,2.925,126.6042857,13.975,"B",112238,11,3,2010
"1580",12,FALSE,15038.34,59.57,3.054,126.6066452,13.975,"B",112238,12,3,2010
"1581",12,FALSE,17477.41,60.06,3.083,126.6050645,13.975,"B",112238,13,3,2010
"1582",12,FALSE,43175.19,59.84,3.086,126.6034839,14.099,"B",112238,14,4,2010
"1583",12,FALSE,42083.31,59.25,3.09,126.6019032,14.099,"B",112238,15,4,2010
"1584",12,FALSE,12024.35,64.95,3.109,126.5621,14.099,"B",112238,16,4,2010
"1585",12,FALSE,12979.34,64.55,3.05,126.4713333,14.099,"B",112238,17,4,2010
"1586",12,FALSE,12385.97,67.38,3.105,126.3805667,14.099,"B",112238,18,4,2010
"1587",12,FALSE,14070.85,70.15,3.127,126.2898,14.099,"B",112238,19,5,2010
"1588",12,FALSE,13013.51,68.44,3.145,126.2085484,14.099,"B",112238,20,5,2010
"1589",12,FALSE,12145.14,76.2,3.12,126.1843871,14.099,"B",112238,21,5,2010
"1590",12,FALSE,12068.84,67.84,3.058,126.1602258,14.099,"B",112238,22,5,2010
"1591",12,FALSE,12955.66,81.39,2.941,126.1360645,14.099,"B",112238,23,6,2010
"1592",12,FALSE,12019.85,90.84,2.949,126.1119032,14.099,"B",112238,24,6,2010
"1593",12,FALSE,11546.92,81.06,3.043,126.114,14.099,"B",112238,25,6,2010
"1594",12,FALSE,11759.12,87.27,3.084,126.1266,14.099,"B",112238,26,6,2010
"1595",12,FALSE,11280.33,91.98,3.105,126.1392,14.18,"B",112238,27,7,2010
"1596",12,FALSE,12115.46,90.37,3.1,126.1518,14.18,"B",112238,28,7,2010
"1597",12,FALSE,10612.72,97.18,3.094,126.1498065,14.18,"B",112238,29,7,2010
"1598",12,FALSE,11096.53,99.22,3.112,126.1283548,14.18,"B",112238,30,7,2010
"1599",12,FALSE,11640.6,96.31,3.017,126.1069032,14.18,"B",112238,31,7,2010
"1600",12,FALSE,11394.92,92.95,3.123,126.0854516,14.18,"B",112238,32,8,2010
"1601",12,FALSE,9557.34,87.01,3.159,126.064,14.18,"B",112238,33,8,2010
"1602",12,FALSE,10453.09,92.81,3.041,126.0766452,14.18,"B",112238,34,8,2010
"1603",12,FALSE,10119.3,93.19,3.129,126.0892903,14.18,"B",112238,35,8,2010
"1604",12,FALSE,11667.69,83.12,3.087,126.1019355,14.18,"B",112238,36,9,2010
"1605",12,TRUE,11995.69,83.63,3.044,126.1145806,14.18,"B",112238,37,9,2010
"1606",12,FALSE,12391.08,82.45,3.028,126.1454667,14.18,"B",112238,38,9,2010
"1607",12,FALSE,12965.23,81.77,2.939,126.1900333,14.18,"B",112238,39,9,2010
"1608",12,FALSE,13498.88,85.2,3.001,126.2346,14.313,"B",112238,40,10,2010
"1609",12,FALSE,15827.89,71.82,3.013,126.2791667,14.313,"B",112238,41,10,2010
"1610",12,FALSE,17403.45,75,2.976,126.3266774,14.313,"B",112238,42,10,2010
"1611",12,FALSE,19433.79,68.85,3.014,126.3815484,14.313,"B",112238,43,10,2010
"1612",12,FALSE,32760.45,61.09,3.016,126.4364194,14.313,"B",112238,44,10,2010
"1613",12,FALSE,36945.66,65.49,3.129,126.4912903,14.313,"B",112238,45,11,2010
"1614",12,FALSE,11608.18,57.79,3.13,126.5461613,14.313,"B",112238,46,11,2010
"1615",12,FALSE,12815.09,58.18,3.161,126.6072,14.313,"B",112238,47,11,2010
"1616",12,TRUE,14004.02,47.66,3.162,126.6692667,14.313,"B",112238,48,11,2010
"1617",12,FALSE,18754.63,43.33,3.041,126.7313333,14.313,"B",112238,49,12,2010
"1618",12,FALSE,24253.71,50.01,3.203,126.7934,14.313,"B",112238,50,12,2010
"1619",12,FALSE,36307.47,52.77,3.236,126.8794839,14.313,"B",112238,51,12,2010
"1620",12,FALSE,43689.13,52.02,3.236,126.9835806,14.313,"B",112238,52,12,2010
"1621",12,TRUE,18294.29,45.64,3.148,127.0876774,14.313,"B",112238,53,12,2010
"1622",12,FALSE,11800.72,37.64,3.287,127.1917742,14.021,"B",112238,1,1,2011
"1623",12,FALSE,11463.13,43.15,3.312,127.3009355,14.021,"B",112238,2,1,2011
"1624",12,FALSE,12132.72,53.53,3.223,127.4404839,14.021,"B",112238,3,1,2011
"1625",12,FALSE,13022.67,50.74,3.342,127.5800323,14.021,"B",112238,4,1,2011
"1626",12,FALSE,14550.06,45.14,3.348,127.7195806,14.021,"B",112238,5,2,2011
"1627",12,TRUE,23821.56,51.3,3.381,127.859129,14.021,"B",112238,6,2,2011
"1628",12,FALSE,44096.3,53.35,3.43,127.99525,14.021,"B",112238,7,2,2011
"1629",12,FALSE,13261.69,48.45,3.53,128.13,14.021,"B",112238,8,2,2011
"1630",12,FALSE,15065.62,51.72,3.674,128.26475,14.021,"B",112238,9,3,2011
"1631",12,FALSE,14361.21,57.75,3.818,128.3995,14.021,"B",112238,10,3,2011
"1632",12,FALSE,14205.71,64.21,3.692,128.5121935,14.021,"B",112238,11,3,2011
"1633",12,FALSE,14806.91,54.4,3.909,128.6160645,14.021,"B",112238,12,3,2011
"1634",12,FALSE,15145.09,63.63,3.772,128.7199355,13.736,"B",112238,13,4,2011
"1635",12,FALSE,15928.24,64.47,4.003,128.8238065,13.736,"B",112238,14,4,2011
"1636",12,FALSE,20872.07,57.63,3.868,128.9107333,13.736,"B",112238,15,4,2011
"1637",12,FALSE,37816.36,72.12,4.134,128.9553,13.736,"B",112238,16,4,2011
"1638",12,FALSE,43414.94,68.27,4.151,128.9998667,13.736,"B",112238,17,4,2011
"1639",12,FALSE,12449.32,68.4,4.193,129.0444333,13.736,"B",112238,18,5,2011
"1640",12,FALSE,12711.41,70.93,4.202,129.089,13.736,"B",112238,19,5,2011
"1641",12,FALSE,12567.35,66.59,4.169,129.0756774,13.736,"B",112238,20,5,2011
"1642",12,FALSE,11502.03,76.67,4.087,129.0623548,13.736,"B",112238,21,5,2011
"1643",12,FALSE,12013.41,71.81,4.031,129.0490323,13.736,"B",112238,22,6,2011
"1644",12,FALSE,13825.52,78.72,3.981,129.0357097,13.736,"B",112238,23,6,2011
"1645",12,FALSE,11548.37,86.84,3.935,129.0432,13.736,"B",112238,24,6,2011
"1646",12,FALSE,10746.61,88.95,3.898,129.0663,13.736,"B",112238,25,6,2011
"1647",12,FALSE,11404.93,89.85,3.842,129.0894,13.503,"B",112238,26,7,2011
"1648",12,FALSE,11555.05,89.9,3.705,129.1125,13.503,"B",112238,27,7,2011
"1649",12,FALSE,12282.31,88.1,3.692,129.1338387,13.503,"B",112238,28,7,2011
"1650",12,FALSE,11777.36,91.17,3.794,129.1507742,13.503,"B",112238,29,7,2011
"1651",12,FALSE,11225.53,93.29,3.805,129.1677097,13.503,"B",112238,30,7,2011
"1652",12,FALSE,12641.13,90.61,3.803,129.1846452,13.503,"B",112238,31,8,2011
"1653",12,FALSE,11881.93,91.04,3.701,129.2015806,13.503,"B",112238,32,8,2011
"1654",12,FALSE,11333,91.74,3.743,129.2405806,13.503,"B",112238,33,8,2011
"1655",12,FALSE,11479.37,94.61,3.74,129.2832581,13.503,"B",112238,34,8,2011
"1656",12,FALSE,12405.89,93.66,3.798,129.3259355,13.503,"B",112238,35,9,2011
"1657",12,TRUE,13556.34,88,3.913,129.3686129,13.503,"B",112238,36,9,2011
"1658",12,FALSE,13272.53,76.36,3.918,129.4306,13.503,"B",112238,37,9,2011
"1659",12,FALSE,12781.8,82.95,3.789,129.5183333,13.503,"B",112238,38,9,2011
"1660",12,FALSE,12673.69,83.26,3.877,129.6060667,13.503,"B",112238,39,9,2011
"1661",12,FALSE,16021.03,70.44,3.827,129.6938,12.89,"B",112238,40,10,2011
"1662",12,FALSE,15614.46,67.31,3.805,129.7706452,12.89,"B",112238,41,10,2011
"1663",12,FALSE,18424.15,73.05,3.842,129.7821613,12.89,"B",112238,42,10,2011
"1664",12,FALSE,27969.12,67.41,3.727,129.7936774,12.89,"B",112238,43,10,2011
"1665",12,FALSE,38156.57,59.77,3.828,129.8051935,12.89,"B",112238,44,11,2011
"1666",12,FALSE,13386.97,48.76,3.824,129.8167097,12.89,"B",112238,45,11,2011
"1667",12,FALSE,14320.61,54.2,3.813,129.8268333,12.89,"B",112238,46,11,2011
"1668",12,TRUE,15114.43,53.25,3.622,129.8364,12.89,"B",112238,47,11,2011
"1669",12,FALSE,20401.51,52.5,3.701,129.8459667,12.89,"B",112238,48,12,2011
"1670",12,FALSE,26719.42,42.17,3.644,129.8555333,12.89,"B",112238,49,12,2011
"1671",12,FALSE,40516.39,43.29,3.6,129.8980645,12.89,"B",112238,50,12,2011
"1672",12,FALSE,40330.81,45.4,3.541,129.9845484,12.89,"B",112238,51,12,2011
"1673",12,TRUE,22801.73,44.64,3.428,130.0710323,12.89,"B",112238,52,12,2011
"1674",12,FALSE,14916.13,50.43,3.599,130.1575161,12.187,"B",112238,1,1,2012
"1675",12,FALSE,13906.43,48.07,3.657,130.244,12.187,"B",112238,2,1,2012
"1676",12,FALSE,14141.96,46.2,3.66,130.2792258,12.187,"B",112238,3,1,2012
"1677",12,FALSE,14873.68,50.43,3.675,130.3144516,12.187,"B",112238,4,1,2012
"1678",12,FALSE,17382.12,50.58,3.702,130.3496774,12.187,"B",112238,5,2,2012
"1679",12,TRUE,24137.25,52.27,3.722,130.3849032,12.187,"B",112238,6,2,2012
"1680",12,FALSE,55235.63,51.8,3.781,130.4546207,12.187,"B",112238,7,2,2012
"1681",12,FALSE,14947.04,53.13,3.95,130.5502069,12.187,"B",112238,8,2,2012
"1682",12,FALSE,14833.27,52.27,4.178,130.6457931,12.187,"B",112238,9,3,2012
"1683",12,FALSE,15014.24,54.54,4.25,130.7413793,12.187,"B",112238,10,3,2012
"1684",12,FALSE,17827.64,64.44,4.273,130.8261935,12.187,"B",112238,11,3,2012
"1685",12,FALSE,16119.84,56.26,4.038,130.8966452,12.187,"B",112238,12,3,2012
"1686",12,FALSE,20107.28,64.36,4.294,130.9670968,12.187,"B",112238,13,3,2012
"1687",12,FALSE,44717.36,64.05,4.121,131.0375484,11.627,"B",112238,14,4,2012
"1688",12,FALSE,40885.78,64.28,4.254,131.108,11.627,"B",112238,15,4,2012
"1689",12,FALSE,12963.9,66.73,4.222,131.1173333,11.627,"B",112238,16,4,2012
"1690",12,FALSE,12272.34,77.99,4.193,131.1266667,11.627,"B",112238,17,4,2012
"1691",12,FALSE,13561.02,76.03,4.171,131.136,11.627,"B",112238,18,5,2012
"1692",12,FALSE,14551.43,77.27,4.186,131.1453333,11.627,"B",112238,19,5,2012
"1693",12,FALSE,12501.23,84.51,4.11,131.0983226,11.627,"B",112238,20,5,2012
"1694",12,FALSE,12166.64,83.84,4.293,131.0287742,11.627,"B",112238,21,5,2012
"1695",12,FALSE,12293.15,78.11,4.277,130.9592258,11.627,"B",112238,22,6,2012
"1696",12,FALSE,14161.4,84.83,4.103,130.8896774,11.627,"B",112238,23,6,2012
"1697",12,FALSE,12142.12,85.94,4.144,130.8295333,11.627,"B",112238,24,6,2012
"1698",12,FALSE,11983.64,91.61,4.014,130.7929,11.627,"B",112238,25,6,2012
"1699",12,FALSE,11190.21,90.47,3.875,130.7562667,11.627,"B",112238,26,6,2012
"1700",12,FALSE,12408.94,89.13,3.765,130.7196333,10.926,"B",112238,27,7,2012
"1701",12,FALSE,11893.85,95.61,3.723,130.683,10.926,"B",112238,28,7,2012
"1702",12,FALSE,11534.32,85.53,3.726,130.7012903,10.926,"B",112238,29,7,2012
"1703",12,FALSE,11633.87,93.47,3.769,130.7195806,10.926,"B",112238,30,7,2012
"1704",12,FALSE,13184.73,88.16,3.76,130.737871,10.926,"B",112238,31,8,2012
"1705",12,FALSE,11855.52,95.91,3.811,130.7561613,10.926,"B",112238,32,8,2012
"1706",12,FALSE,11657.21,94.87,4.002,130.7909677,10.926,"B",112238,33,8,2012
"1707",12,FALSE,12074.69,85.32,4.055,130.8381613,10.926,"B",112238,34,8,2012
"1708",12,FALSE,12377.76,89.78,4.093,130.8853548,10.926,"B",112238,35,8,2012
"1709",12,TRUE,14482.94,88.52,4.124,130.9325484,10.926,"B",112238,36,9,2012
"1710",12,FALSE,13305.6,83.64,4.133,130.9776667,10.926,"B",112238,37,9,2012
"1711",12,FALSE,13090.69,82.97,4.125,131.0103333,10.926,"B",112238,38,9,2012
"1712",12,FALSE,14074.26,81.22,3.966,131.043,10.926,"B",112238,39,9,2012
"1713",12,FALSE,16263.81,81.61,3.966,131.0756667,10.199,"B",112238,40,10,2012
"1714",12,FALSE,18127.42,71.74,4.468,131.1083333,10.199,"B",112238,41,10,2012
"1715",12,FALSE,19839.67,68.66,4.449,131.1499677,10.199,"B",112238,42,10,2012
"1716",12,FALSE,25883.95,65.95,4.301,131.1930968,10.199,"B",112238,43,10,2012
"1717",13,FALSE,46761.9,31.53,2.666,126.4420645,8.316,"A",219622,6,2,2010
"1718",13,TRUE,78415.94,33.16,2.671,126.4962581,8.316,"A",219622,7,2,2010
"1719",13,FALSE,44042.19,35.7,2.654,126.5262857,8.316,"A",219622,8,2,2010
"1720",13,FALSE,31574.04,29.98,2.667,126.5522857,8.316,"A",219622,9,2,2010
"1721",13,FALSE,34505.07,40.65,2.681,126.5782857,8.316,"A",219622,10,3,2010
"1722",13,FALSE,41709.47,37.62,2.733,126.6042857,8.316,"A",219622,11,3,2010
"1723",13,FALSE,49711.13,42.49,2.782,126.6066452,8.316,"A",219622,12,3,2010
"1724",13,FALSE,60176.08,41.48,2.819,126.6050645,8.316,"A",219622,13,3,2010
"1725",13,FALSE,139870.9,42.15,2.842,126.6034839,8.107,"A",219622,14,4,2010
"1726",13,FALSE,70174.14,38.97,2.877,126.6019032,8.107,"A",219622,15,4,2010
"1727",13,FALSE,26122.8,50.39,2.915,126.5621,8.107,"A",219622,16,4,2010
"1728",13,FALSE,27434.49,55.66,2.936,126.4713333,8.107,"A",219622,17,4,2010
"1729",13,FALSE,27969.13,48.33,2.941,126.3805667,8.107,"A",219622,18,4,2010
"1730",13,FALSE,33966.45,44.42,2.948,126.2898,8.107,"A",219622,19,5,2010
"1731",13,FALSE,33501.17,50.15,2.962,126.2085484,8.107,"A",219622,20,5,2010
"1732",13,FALSE,32667.51,57.71,2.95,126.1843871,8.107,"A",219622,21,5,2010
"1733",13,FALSE,35332.42,53.11,2.908,126.1602258,8.107,"A",219622,22,5,2010
"1734",13,FALSE,33383.09,59.85,2.871,126.1360645,8.107,"A",219622,23,6,2010
"1735",13,FALSE,31900.4,65.24,2.841,126.1119032,8.107,"A",219622,24,6,2010
"1736",13,FALSE,34803.25,58.41,2.819,126.114,8.107,"A",219622,25,6,2010
"1737",13,FALSE,34353.35,71.83,2.82,126.1266,8.107,"A",219622,26,6,2010
"1738",13,FALSE,33967.55,78.82,2.814,126.1392,7.951,"A",219622,27,7,2010
"1739",13,FALSE,30286.11,71.33,2.802,126.1518,7.951,"A",219622,28,7,2010
"1740",13,FALSE,32113.02,77.79,2.791,126.1498065,7.951,"A",219622,29,7,2010
"1741",13,FALSE,32222.95,82.27,2.797,126.1283548,7.951,"A",219622,30,7,2010
"1742",13,FALSE,30914.46,78.94,2.797,126.1069032,7.951,"A",219622,31,7,2010
"1743",13,FALSE,32420.69,81.24,2.802,126.0854516,7.951,"A",219622,32,8,2010
"1744",13,FALSE,30902.78,74.93,2.837,126.064,7.951,"A",219622,33,8,2010
"1745",13,FALSE,31722.59,76.34,2.85,126.0766452,7.951,"A",219622,34,8,2010
"1746",13,FALSE,28174.19,75.31,2.854,126.0892903,7.951,"A",219622,35,8,2010
"1747",13,FALSE,32063.75,65.71,2.868,126.1019355,7.951,"A",219622,36,9,2010
"1748",13,TRUE,30657.22,65.74,2.87,126.1145806,7.951,"A",219622,37,9,2010
"1749",13,FALSE,32888.13,66.84,2.875,126.1454667,7.951,"A",219622,38,9,2010
"1750",13,FALSE,33432.69,68.22,2.872,126.1900333,7.951,"A",219622,39,9,2010
"1751",13,FALSE,35901.04,68.74,2.853,126.2346,7.795,"A",219622,40,10,2010
"1752",13,FALSE,45331.16,63.03,2.841,126.2791667,7.795,"A",219622,41,10,2010
"1753",13,FALSE,52586.78,54.12,2.845,126.3266774,7.795,"A",219622,42,10,2010
"1754",13,FALSE,61630.44,56.89,2.849,126.3815484,7.795,"A",219622,43,10,2010
"1755",13,FALSE,104366.18,45.12,2.841,126.4364194,7.795,"A",219622,44,10,2010
"1756",13,FALSE,54108.64,49.96,2.831,126.4912903,7.795,"A",219622,45,11,2010
"1757",13,FALSE,26954.17,42.55,2.831,126.5461613,7.795,"A",219622,46,11,2010
"1758",13,FALSE,31229.77,42,2.842,126.6072,7.795,"A",219622,47,11,2010
"1759",13,TRUE,35922.66,28.22,2.83,126.6692667,7.795,"A",219622,48,11,2010
"1760",13,FALSE,47101.26,25.8,2.812,126.7313333,7.795,"A",219622,49,12,2010
"1761",13,FALSE,75567.02,36.78,2.817,126.7934,7.795,"A",219622,50,12,2010
"1762",13,FALSE,126194.22,35.21,2.842,126.8794839,7.795,"A",219622,51,12,2010
"1763",13,FALSE,172225.55,34.9,2.846,126.9835806,7.795,"A",219622,52,12,2010
"1764",13,TRUE,27750.72,26.79,2.868,127.0876774,7.795,"A",219622,53,12,2010
"1765",13,FALSE,24627.06,16.94,2.891,127.1917742,7.47,"A",219622,1,1,2011
"1766",13,FALSE,27800.12,20.6,2.903,127.3009355,7.47,"A",219622,2,1,2011
"1767",13,FALSE,34012.89,34.8,2.934,127.4404839,7.47,"A",219622,3,1,2011
"1768",13,FALSE,33986.89,31.64,2.96,127.5800323,7.47,"A",219622,4,1,2011
"1769",13,FALSE,41444.71,23.35,2.974,127.7195806,7.47,"A",219622,5,2,2011
"1770",13,TRUE,65023.56,30.83,3.034,127.859129,7.47,"A",219622,6,2,2011
"1771",13,FALSE,73946.67,40.85,3.062,127.99525,7.47,"A",219622,7,2,2011
"1772",13,FALSE,29638.91,33.17,3.12,128.13,7.47,"A",219622,8,2,2011
"1773",13,FALSE,29354.57,34.23,3.23,128.26475,7.47,"A",219622,9,3,2011
"1774",13,FALSE,35904.82,41.28,3.346,128.3995,7.47,"A",219622,10,3,2011
"1775",13,FALSE,38123.39,44.69,3.407,128.5121935,7.47,"A",219622,11,3,2011
"1776",13,FALSE,42999.2,42.38,3.435,128.6160645,7.47,"A",219622,12,3,2011
"1777",13,FALSE,47277.1,42.49,3.487,128.7199355,7.193,"A",219622,13,4,2011
"1778",13,FALSE,51889.98,42.75,3.547,128.8238065,7.193,"A",219622,14,4,2011
"1779",13,FALSE,67188.78,41.72,3.616,128.9107333,7.193,"A",219622,15,4,2011
"1780",13,FALSE,154137.88,47.55,3.655,128.9553,7.193,"A",219622,16,4,2011
"1781",13,FALSE,98796.32,43.85,3.683,128.9998667,7.193,"A",219622,17,4,2011
"1782",13,FALSE,34808.33,47.75,3.744,129.0444333,7.193,"A",219622,18,5,2011
"1783",13,FALSE,34290.58,52.4,3.77,129.089,7.193,"A",219622,19,5,2011
"1784",13,FALSE,30197.78,52.12,3.802,129.0756774,7.193,"A",219622,20,5,2011
"1785",13,FALSE,32804.05,54.62,3.778,129.0623548,7.193,"A",219622,21,5,2011
"1786",13,FALSE,34382.8,52.76,3.752,129.0490323,7.193,"A",219622,22,6,2011
"1787",13,FALSE,33027.24,61.39,3.732,129.0357097,7.193,"A",219622,23,6,2011
"1788",13,FALSE,36957.28,63.35,3.704,129.0432,7.193,"A",219622,24,6,2011
"1789",13,FALSE,36790.58,66.38,3.668,129.0663,7.193,"A",219622,25,6,2011
"1790",13,FALSE,36567.58,74.29,3.613,129.0894,6.877,"A",219622,26,7,2011
"1791",13,FALSE,34561.05,77.3,3.563,129.1125,6.877,"A",219622,27,7,2011
"1792",13,FALSE,35554.31,75.59,3.553,129.1338387,6.877,"A",219622,28,7,2011
"1793",13,FALSE,34344.61,78.5,3.563,129.1507742,6.877,"A",219622,29,7,2011
"1794",13,FALSE,33173.63,77.62,3.574,129.1677097,6.877,"A",219622,30,7,2011
